text	related_MV	lemma	type	pos	TD	TD_add	BM	BM_def	BM_RAE	BM_additional	BM_hypernym	CM	CM_def	CM_RAE	MWE_Source
descubrimiento		descubrimiento	uniword	PROPN		u.c.StringArray(elements=['personas>>apoyo'])				None					
descubrieron;descubren	descubrir, descubrimiento	descubrir	uniword	VERB	53, 34	None	descubrimiento-00043195-n	the act of discovering something: descubrimiento, hallazgo		None	act.n.02, event.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01	descubrimiento-05808218-n	a productive insight: descubrimiento, hallazgo		
desechar;desecha	desechar, desecha	desechar	uniword	VERB	33	None	desechar-00569870-v	make into scrap or refuse: desechar, desguazar		None	change.v.01, convert.v.02			u.c.StringArray(elements=['prnl. afligirse mucho, consumirse, estar sumamente impaciente o inquieto. (rae)'])	
desenlace		desenlace	uniword	NOUN	5	None	desenlace-06743867-n			None	statement.n.01, solution.n.02, message.n.02, communication.n.02, abstraction.n.06, entity.n.01	diagnóstico médico-00153105-n			
desfallezcas		desfallecer	uniword	VERB	33	None	desfallecimiento-14016361-n			None	attribute.n.02, state.n.02, abstraction.n.06, temporary_state.n.01, entity.n.01				
desgarra	desgarrar, desgarrador	desgarra	uniword	VERB	33	None	desgarrar-00292672-v	destroy or injure severely: desfigurar, desgarrar, destrozar, mutilar		None	damage.v.01, change.v.01	desgarrador-01365544-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/desgarrador-01711724-a			
desgarrador	desgarrar, desgarrador	desgarrador	uniword	ADJ	33	u.c.StringArray(elements=['personas>>apoyo'])	desgarrar-00292672-v	destroy or injure severely: desfigurar, desgarrar, destrozar, mutilar		None	damage.v.01, change.v.01	desgarrador-01365544-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/desgarrador-01711724-a			
desgaste		desgaste	uniword	NOUN	2	None	desgaste-13423615-n	erosion by friction: abrasión, corrasion, corrosión, desgaste, rozadura		None	erosion.n.01, natural_process.n.01, geological_process.n.01, physical_entity.n.01, process.n.06, entity.n.01			u.c.StringArray(elements=['perder fuerza, vigor o poder. (rae)'])	
desgracia		desgracia	uniword	NOUN	2	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	desgracia-00217773-n			None	act.n.02, abstraction.n.06, event.n.01, termination.n.05, change_of_state.n.01, psychological_feature.n.01, action.n.01, destruction.n.01, change.n.03, entity.n.01				
deshacerme		deshacer yo	uniword	VERB	11	None	deshacer-00447309-v	cause to go into a solution: deshacer, diluir, disolver		None	change.v.02, change_integrity.v.01	deshacer-01564144-v	destroy completely; damage irreparably: arrasar, arruinar, deshacer, destrozar, destruir, romper		
desolados		desolado	uniword	ADJ	32, 36	None	desolado-01242750-a	providing no shelter or sustenance: desierto, desolado, desértico, estéril, yermo, árido		None		desolador-01229561-a	offering little or no hope: desolador, negro, sombrío		
desorientada		desorientado	uniword	ADJ	38	None	orientación-13828075-n			None	entity.n.01, direction.n.02, position.n.07, abstraction.n.06, relation.n.01				
despedía	despedirse del mundo	despedir	uniword	VERB	26	None	despedirse-00900961-v			None	address.v.09, greet.v.01, travel.v.01, come.v.01	morir-00358431-v			
despejan		despejar	uniword	VERB	7	None	despejar-00181559-v	remove from sight: despejar, quitar los estorbos, sacar		None	remove.v.01	despejarse-02771169-v	become clear: abrir, aclarar, aclararse, despejar, despejarse, mejorar, salir el so, salir el sol		
destrozada;destrozado	destrozar, destrozado	destrozado	uniword	ADJ	33, 11, 21	u.c.StringArray(elements=['Emociones » Molestia (física o mental)'])	destrozar-00333758-v	break into many pieces: destrozar, destrozarse, estrellar, hacer añicos, reventarse		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00292672-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00333758-v'])	burst.v.08, break.v.02, change.v.02, change_integrity.v.01	destrozar-00260311-v	overwhelm or overpower: anonadar, arrasar, destrozar, devastar		
destroza	destrozar, destrozado	destrozar	uniword	VERB	33, 11, 21	None	destrozar-00333758-v	break into many pieces: destrozar, destrozarse, estrellar, hacer añicos, reventarse		None	burst.v.08, break.v.02, change.v.02, change_integrity.v.01	destrozar-00260311-v	overwhelm or overpower: anonadar, arrasar, destrozar, devastar		
detener		detener	uniword	VERB	12	None	detener-01859221-v			None					
devastada;devastado	devastador, devastado	devastado	uniword	ADJ	3	None	devastar-00388635-v	cause extensive destruction or ruin utterly: arrasar, asolar, desgastar, desolar, destrozar, destruir, devastar, gastar		None	destroy.v.02	devastar-00260311-v	overwhelm or overpower: anonadar, arrasar, destrozar, devastar		
devastador	devastador, devastado	devastador	uniword	ADJ	3	None	devastar-00388635-v	cause extensive destruction or ruin utterly: arrasar, asolar, desgastar, desolar, destrozar, destruir, devastar, gastar		None	destroy.v.02	devastar-00260311-v	overwhelm or overpower: anonadar, arrasar, destrozar, devastar		
devuelva	sueño que mi cuerpo me devuelva la fertilidad	devolver	uniword	VERB		None				None					
difícil		difícil	uniword	ADJ	35	u.c.StringArray(elements=['Emociones » Otros'])			u.c.StringArray(elements=['que presenta obstáculos (‖ impedimentos). (rae)'])	u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])		dif%C3%ADcil-00744916-a			
digeriendo	digerir noticias	digerir	uniword	VERB	53	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	alimentación-00838367-n"			None		digerir-00590924-v			
directos;directas;directa	respuesta directa, pregunta directa, ser directo	directo	uniword	ADJ		None				None					
dirigidos;dirigido;dirigidas;dirigida		dirigido	uniword	ADJ	72	None	dirigir-01931768-v			None	control.v.01	dirigir-01151889-v			
dirigieron		dirigir	uniword	VERB	72	None	dirigir-01931768-v			None	control.v.01	dirigir-01151889-v			
diseminado	diseminar el cáncer	diseminado	uniword	ADJ		None				None					
disipado.;disipado	disipar el tumor	disipado	uniword	ADJ		None				None					
disipara		disipar	uniword	VERB		None				None					
disminuye	disminuir el estrés	disminuir	uniword	VERB		None				None					
dolor		dolor	uniword	NOUN	3	u.c.StringArray(elements=['Emociones » Molestia (física o mental)'])	dolor-14322699-n	a symptom of some physical hurt or disorder: dolor		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00292672-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00333758-v'])	information.n.02, psychological_feature.n.01, symptom.n.01, evidence.n.01, abstraction.n.06, entity.n.01, cognition.n.01	dolor-05833683-n	something that causes great unhappiness: aflicción, dolor, infelicidad, pena, pesar, tristeza		
dormido";dormido, dormir el tumor		dormido	uniword	ADJ		None				None					
dormir el tumor		dormir él	uniword	VERB		None				None					
droga.;droga		droga	uniword	NOUN	6	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
dure;durar		durar	uniword	VERB	26	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	durar-02410175-v	allow to remain in a place or position or maintain a property or feature: conservar, continuar, durar, quedarse, seguir		None	keep.v.01, prolong.v.02, continue.v.03	durar-02614181-v	have life, be alive: durar, existir, morar, vivir		
duros;dura batalla.;duro.;dura;duras;duro		duro	uniword	ADJ	2, 6, 23, 35, 21	None	duro-01152620-a	resistant to physical force or pressure: duro, severo, terminante		None		duro-00746047-a	hard to deal with; especially causing pain or embarrassment: delicado, dificultoso, difícil, duro		
débil	débil, debilidad, debilitado	débil	uniword	ADJ	26	u.c.StringArray(elements=['Emociones » Otros'])	d%C3%A9bil-01747364-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])		d%C3%A9bil-01178134-a			
déjate		déjatar	uniword	VERB		None				None					
elevado		elevado	uniword	ADJ		None				None					
eliminación	eliminar, eliminación, eliminado	eliminación	uniword	NOUN	21, 11, 22	None	eliminar-00173338-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/eliminar-02482425-v			None		eliminar-00072989-v, matar, quitar			
eliminaron;eliminar;eliminado	eliminar, eliminación, eliminado	eliminar	uniword	VERB	21, 11, 22	None	eliminar-00173338-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/eliminar-02482425-v			None		eliminar-00072989-v, matar, quitar			
empieza;empezando		empezar	uniword	VERB	62	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	empezar-00345761-v	take the first step or steps in carrying out an action: comenzar, empezar, estrenar, iniciar, originar, partir, principiar		None					
empleada		empleado	uniword	ADJ	64	None	reclutar-02240151-v	hire for work or assistance: contratar, emplear, reclutar		None	obtain.v.01, procure.v.01, get.v.01	utilizar-01158872-v			
encajando		encajar	uniword	VERB	22	None	encajar-01527271-v			None	move.v.02	solucionar-00698855-v			
encargado		encargado	uniword	ADJ	64	None	encargar-00746718-v			None	communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03	utilizar-01158872-v			
enciende;enciende una alarma		encender	uniword	VERB		None				None					
enchufan		enchufan	uniword	NOUN	6	None	plug into an outlet: conectar, enchufar			None		tratar-00080304-v			
encontrar;encontraba;encontraron;encuentras;encuentre;encontré;encuentra;encontrado;encontró;encontramos;encuentro	encontrar, encontrado	encontrar	uniword	VERB	76	None	encontrar-00721437-v	make a discovery: averigüar, descubrir, encontrar		None	learn.v.02	conocer-00594337-v	be familiar or acquainted with a person or an object: conocer, saber		
encontrar;encontraba;encontraron;encuentras;encuentre;encontré;encuentra;encontrado;encontró;encontramos;encuentro	encontrar, encontrado	encontrar	uniword	VERB	52, 53, 11	None	encontrar-00721437-v	make a discovery: averigüar, descubrir, encontrar		None	learn.v.02	encontrar-00918872-v	establish after a calculation, investigation, experiment, survey, or study: decidir, descubrir, determinar, encontrar		
encontrar;encontraba;encontraron;encuentras;encuentre;encontré;encuentra;encontrado;encontró;encontramos;encuentro	encontrar, encontrado	encontrar	uniword	VERB	34, 39, 21	None	encontrar-00721437-v	make a discovery: averigüar, descubrir, encontrar		None	learn.v.02	encontrar-02739480-v	experience as a reaction: encontrar, encontrarse, recibir, recibirse		
enemigo		enemigo	uniword	ADJ	11	None	enemigo-07946851-n	any hostile group of people: enemigo		None	abstraction.n.06, entity.n.01, people.n.01, group.n.01	cáncer-14239918-n	any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream: carcinoma, cáncer		
energía	te mando energía	energía	uniword	NOUN	34	None	energía-11452218-n			None	natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, physical_entity.n.01, process.n.06, entity.n.01				
enferma		enfermo	uniword	NOUN		None				None					
enfocado		enfocado	uniword	ADJ	31	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	enfocar-00292368-v	illuminate with a spotlight, as in the theater: destacar, enfocar		None	lighten.v.05, change.v.02, light.v.01	enfocar-00722232-v	["direct one's attention on something: centrar, clavar, concentrar, concentrarse, enfocar, fijar"]		
enfrentando;enfrentar;enfrenta	entrentar, enfrentar(se)	enfrentar	uniword	VERB	2, 53, 26	None	enfrentarse-01079480-v	contend against an opponent in a sport, game, or battle: enfrentar, enfrentarse, jugar		None		enfrentarse-00812298-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enfrentarse-01079480-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enfrentarse-01091427-v	deal with (something unpleasant) head on: afrontar, confrontar, enfrentar, enfrentarse		
enmarcan		enmarcar	uniword	VERB		None				None					
enorme		enorme	uniword	ADJ		None				None					
enrollo		enrollar	uniword	VERB	81	None	enrollar-00435688-v			None	change_surface.v.01, change.v.02	hablar-00941990-v			
ensayo	ensayo clínico	ensayo	uniword	PROPN		None				None					
entienden		entender	uniword	VERB	73	None	entender-00588221-v	get the meaning of something: aferrar, aprehender, captar, comprender, entender		None	understand.v.01	entender-00590642-v	comprehend: comprender, entender, tocar		
entereza		entereza	uniword	NOUN	3	None	entereza-14461231-n	the state of being total and complete: enterez, entereza, integridad, totalidad		None	attribute.n.02, integrity.n.01, state.n.02, abstraction.n.06, entity.n.01, completeness.n.01	entereza-05032193-n	strength of mind that enables one to endure adversity with courage: aguante, coraje, entereza, fortaleza		
entrada		entrada	uniword	NOUN		None				None					
entrar;entra		entrar	uniword	VERB	76	None	entrar-02016523-v	to come or go into: entrar, ingresar, moverse adentro		None		entrar-01082606-v	become a participant; be involved in: entrar, intervenir, participar		
entrar;entra		entrar	uniword	VERB	11	None	entrar-02016523-v	to come or go into: entrar, ingresar, moverse adentro	u.c.StringArray(elements=['intr. ir o pasar de fuera adentro. (rae)'])	None		estar enfermo-00065370-v	suffer from; be ill with: estar enfermo, padecer, tener		
enviar;enviaron	enviar, envío	enviar	uniword	VERB	83	u.c.StringArray(elements=['Cancer » Otros'])	enviar-01031256-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01062555-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01437254-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01950798-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01955127-v			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/maligno-00225099-a'])		enviar-02348568-v	cause to be admitted; of persons to an institution: enviar, ingresar, institucionalizar, internar	u.c.StringArray(elements=['encomendar a alguien que vaya a alguna parte (rae).'])	
envío		envío	uniword	NOUN	83	None	enviar-01031256-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01062555-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01437254-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01950798-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/enviar-01955127-v			None		enviar-02348568-v	cause to be admitted; of persons to an institution: enviar, ingresar, institucionalizar, internar		
episodios		episodio	uniword	NOUN	25	None	capítulo-06621771-n			None	broadcast.n.02, show.n.03, event.n.01, social_event.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01	episodio-07289956-n			
escapar		escapar	uniword	VERB	22	None	escapar-02008396-v	go away or leave: escapar, irse, marchar, partir		None	leave.v.01	curarse-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
escapar		escapar	uniword	VERB	12, 22	None	escapar-02074677-v	run away from confinement: desatarse, escapar, escaparse, evadir, evadirse, fugarse, huir, irse, librarse		None	flee.v.01, scat.v.01, leave.v.01	escapar-00810729-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/saludable-01170243-a			
escenario		escenario	uniword	NOUN	52	None				None					
escucharme		escuchar	uniword	VERB	77	None	escuchar-02169891-v	hear with intention: atender, escuchar		None	perceive.v.01	escuchar+atentamente-02170427-v			
espacio;espacios		espacio	uniword	NOUN		None				None					
estabilizaron;estabilizan;estabilizar	estabilizar, estable	estabilizar	uniword	VERB	28	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	estable-00894551-a	maintaining equilibrium: estable	u.c.StringArray(elements=['que mantiene o recupera el equilibrio.'])	None		estable-01754421-a	continuing or enduring without marked change in status or condition or place: estable, fijo, permanente		
estable.;estables.;estables;estables .;estable		estable	uniword	ADJ		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
establecieran		establecer	uniword	VERB		None				None					
estancado		estancado	uniword	ADJ		None				None					
estaba pasando;estar;estáis en;estoy en;estáis luchando;está yendo;estaba;está limpiooo		estar	uniword	AUX	76	None	estar-02655135-v	occupy a certain position or area; be somewhere: estar, haber		None		participar-01082606-v	become a participant; be involved in: entrar, intervenir, participar		
estaba pasando;estar;estáis en;estoy en;estáis luchando;está yendo;estaba;está limpiooo	pasar por	estar	uniword	AUX	26	None	estar-02655135-v	occupy a certain position or area; be somewhere: estar, haber		None		vivir-02614181-v	have life, be alive: durar, existir, morar, vivir		
estocada		estocada	uniword	NOUN	33	None	estocada-00290276-n	(no definition): arremetida, embestida, estocada		None	act.n.02, abstraction.n.06, event.n.01, motion.n.06, psychological_feature.n.01, action.n.01, change.n.03, entity.n.01	pasmo-07509572-n	the feeling that accompanies something extremely surprising: admiración, asombro, estupefacción, estupor, pasmo, sorpresa		
estoydescubriendo		estoydescubreir	uniword	VERB		None				None					
estudios	realizar los estudios	estudio	uniword	NOUN	85	None				None					
estáis		estáis	uniword	AUX		None				None					
evacuar		evacuar	uniword	VERB	23	None	desalojar-02076676-v			None	leave.v.01	cagar-00074038-v			
evaden	evadir preguntas	evadir	uniword	VERB	53	None	evadir-02074677-v			None	flee.v.01, scat.v.01, leave.v.01	evitar-00811171-v			
eviten		evitar	uniword	VERB	51	None	evitar-02096494-v	make a sudden movement in a new direction so as to avoid: eludir, esquivar, evitar		None	move.v.03	evitar-02599878-v	take precautions in order to avoid some unwanted consequence: evitar		
evitarlo		evitar él	uniword	VERB		u.c.StringArray(elements=['Diagnóstico » Toma de decisiones'])				None					
evitareliminar		evitareliminar	uniword	VERB		None				None					
evoluciona	evolucionar, evolución	evolucionar	uniword	VERB	2	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None		evolucionar-01738597-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/evoluci%C3%B3n-00282050-n			
evoluciòn		evoluciòn	uniword	PROPN		u.c.StringArray(elements=['Estar enfermo con cáncer » Muerte'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/durar-02410175-v'])					
evolución		evolución	uniword	NOUN		None				None					
exagerado	sangrado exagerado	exagerado	uniword	ADJ	23	None	exagerado-01534282-a			None					
existencia		existencia	uniword	NOUN		None				None					
existe	existir, existencia	existir	uniword	VERB	3	None	existir-02603699-v	have an existence, be extant: existir, haber, ser		None		existir-02614181-v	have life, be alive: durar, existir, morar, vivir		
experiencia		experiencia	uniword	NOUN		None				None					
exponer		exponer	uniword	VERB	30	u.c.StringArray(elements=['Tratamiento'])			u.c.StringArray(elements=['tr. presentar algo para que sea visto. (rae)'])	None		exponer-00875806-v	bring forward for consideration or acceptance: avanzar, exponer, proponer, propugnar		
expúlsalo		expulsar	uniword	VERB	30	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	expulsar-02222318-v	throw or cast away: arrojar, botar, descartar, desechar, deshacerse, echar, expulsar, naufragar, olvidar, tirar			get_rid_of.v.01	desahogado-00479330-a	free from stress or conducive to mental ease; having or affording peace of mind: cómodo, desahogado		
extendía;extendió	extender, extenso, extendido, extender una noticia, extender un tumor	extender	uniword	VERB	53, 81	None	extender-02082690-v			None	circulate.v.03, move.v.02	diseminar-00968211-v			
extendía;extendió	extender, extenso, extendido, extender una noticia, extender un tumor	extender	uniword	VERB	11	None	extender-02082690-v			None	circulate.v.03, move.v.02	metástasis-13514314-n			
extendido	extender, extenso, extendido, extender una noticia, extender un tumor	extendido	uniword	ADJ	53, 81	None	extender-02082690-v			None	circulate.v.03, move.v.02	diseminar-00968211-v			
extensos	extender, extenso, extendido, extender una noticia, extender un tumor	extenso	uniword	ADJ	53, 81	None	extender-02082690-v			None	circulate.v.03, move.v.02	diseminar-00968211-v			
extirpado;extirpados	extirpar, extirpado	extirpado	uniword	ADJ	6, 61	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
extirpar;extirparon	extirpar, extirpado	extirpar	uniword	VERB	6, 61	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])			u.c.StringArray(elements=['en una operación quirúrgica, quitar un órgano o una formación patológica', 'arrancar de cuajo o de raíz.'])	None					
extraño		extraño	uniword	ADJ	11	u.c.StringArray(elements=['Emociones » Otros'])	extra%C3%B1o-10103921-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	intruder.n.01, stranger.n.01, whole.n.02, entity.n.01, causal_agent.n.01, traveler.n.01, object.n.01, unwelcome_person.n.01, living_thing.n.01, physical_entity.n.01, organism.n.01, entrant.n.03, person.n.01	extra%C3%B1o-00969333-a			
extremo		extremo	uniword	NOUN	35	None	extremo-00446107-a			None		extremo-01212095-a			
facilitar	facilitar información	facilitar	uniword	VERB	53	None	facilitar-00518395-v			None	help.v.01, support.v.01	facilitar-00876200-v			
facilitarle		facilitar él	uniword	VERB		None				None					
factor		factor	uniword	NOUN	5	None				None					
fallar	llevar sin fallo	fallar	uniword	VERB	6, 23	None	fallar-00434374-v			None	change.v.02	fallar-02528380-v			
faltaba		faltar	uniword	VERB		None				None					
familia		familia	uniword	NOUN	76, 75	None	familia-07969695-n	group of people related by blood or marriage: clan, familia, saga, tribu		None	abstraction.n.06, social_group.n.01, entity.n.01, group.n.01	familiaridad-04655442-n	close or warm friendship: confianza, familiaridad, franqueza, intimidad		
fan		fan	uniword	NOUN		None				None					
fase	fase de desconcierto	fase	uniword	NOUN	2, 3	None	fase-00306900-n			None	act.n.02, abstraction.n.06, event.n.01, motion.n.06, psychological_feature.n.01, action.n.01, change.n.03, entity.n.01, travel.n.01	fase-13939892-n			
fastidia		fastidiar	uniword	VERB	2, 11	None	fastidiar-01789514-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fastidiar-02507736-v			None					
fe		fe	uniword	NOUN	31	None	fe-08081668-n			None	organization.n.01, social_group.n.01, group.n.01, abstraction.n.06, institution.n.01, entity.n.01	esperanza-07541053-n			
fin	fin, final	fin	uniword	NOUN	26	u.c.StringArray(elements=['Emociones » Otros'])	fin-08565894-n, final-01010025-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])		final-14562960-n	a final state: destrucción, final, muerte		
final		final	uniword	ADJ	26	u.c.StringArray(elements=['Emociones » Otros'])	fin-08565894-n, final-01010025-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])		final-14562960-n	a final state: destrucción, final, muerte		
firme		firme	uniword	ADJ	53	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	firme-01151740-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/firme-02095542-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/firme-02095670-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])		firme-00764484-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/firme-02130272-a			
flojea	flojear, flojo	flojear	uniword	VERB	3, 23	None	flojo-00503321-a			None		desánimo-14486533-n			
flojo	flojear, flojo	flojo	uniword	ADJ	3, 23	None	flojo-00503321-a			None		desánimo-14486533-n			
focalizados	focalizado, foco	focalizado	uniword	ADJ	11, 12	None	enfocar-00292368-v			None	lighten.v.05, change.v.02, light.v.01	ubicación-00155487-n			
foco;focos	foco residual del tumor	foco	uniword	NOUN	28	None	residuo-13810818-n			None	part.n.01, abstraction.n.06, entity.n.01, relation.n.01				
forma;formas		forma	uniword	NOUN		None				None					
formamos		formar	uniword	VERB		None				None					
fortaleza		fortaleza	uniword	NOUN	34	u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])	fortaleza-03386011-n	a fortified defensive structure: alcázar, fortaleza, fuerte		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n'])	whole.n.02, structure.n.01, physical_entity.n.01, object.n.01, defensive_structure.n.01, entity.n.01, artifact.n.01	fortaleza-05029706-n	the property of being physically or mentally strong: fortaleza		
francamente		francamente	uniword	ADV		None				None					
frene		frenar	uniword	VERB	11	None	frenar-01863593-v			None					
frio		frio	uniword	ADJ	36	u.c.StringArray(elements=['Emociones » Soledad'])	fr%C3%ADo-05015463-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fr%C3%ADo-05015463-n'])	property.n.02, agent.n.01, attribute.n.02, fundamental_quantity.n.01, vasoconstrictor.n.01, coldness.n.03, physical_property.n.01, causal_agent.n.01, measure.n.02, physical_entity.n.01, abstraction.n.06, entity.n.01, temperature.n.01	fr%C3%ADo-00857206-a			
frio		frio	uniword	ADJ	73	u.c.StringArray(elements=['Emociones » Soledad'])	frío-01251128-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fr%C3%ADo-05015463-n'])		distante-01077263-a			
fruto		fruto	uniword	NOUN	8	u.c.StringArray(elements=['personas>>apoyo'])	fruto-04612722-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fruto-13134947-n			None		fruto-04612722-n	an amount of a product: fruto, producción		
fuente		fuente	uniword	NOUN	3	None	fuente-03387815-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fuente-09443453-n			None		fuente-04263614-n	a facility where something is available: canal, fuente		
fuerte';fuerte;fuertes		fuerte	uniword	ADJ	34	None	fuerte-02387413-a	(of a person) possessing physical strength and weight; rugged and powerful: fornido, forzudo, fuerte, musculoso, robusto		None		fuerte-01188762-a	marked by great psychological weight; weighted down especially with sadness or troubles or weariness: fuerte		
fuerza;fuerzas		fuerza	uniword	NOUN	77, 34, 7, 3, 22	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	fuerza-00103834-n	the act of applying force to propel something: empuje, fuerza, impulso		None	act.n.02, event.n.01, psychological_feature.n.01, propulsion.n.02, abstraction.n.06, entity.n.01	fuerza-01211019-n	the act of giving hope or support to someone: aliento, coraje, fuerza, valor, ánimo		
funcionará;funcionan;funciona;funcionar;funcionaron;funcionando;funcione		funcionar	uniword	VERB	6	None	funcionar-01525666-v	perform as expected when applied: funcionar, marchar, operar, trabajar		None		funcionar-02525447-v	have an effect or outcome; often the one desired or expected: funcionar		
funciono		funciono	uniword	VERB		None				None					
ganas		gana	uniword	NOUN		None				None					
gestionar		gestionar	uniword	VERB	3	None	gestionar-02431971-v			None	manage.v.02, control.v.01	sentir-00690305-v			
girando		girar	uniword	VERB	32	None	girar-00100410-v	execute a roll, in tumbling: girar, rodar		None	exercise.v.04, tumble.v.11	pensar-00608808-v	be capable of conscious thought: pensar		
golpe		golpe	uniword	NOUN		None				None					
golpear	golpear, golpe, ser un golpe	golpear	uniword	VERB	53	None	golpe-00133338-n			None	act.n.02, blow.n.01, stroke.n.12, abstraction.n.06, event.n.01, psychological_feature.n.01, motion.n.03, action.n.01, change.n.03, entity.n.01				
grande	reto grande	grande	uniword	ADJ	6	None	grande-00624576-a	complejo-05870365-n"		None					
graves;grave		grave	uniword	ADJ	23	None	grave-01215421-a	used of sounds and voices; low in pitch or frequency: bajo, grave		None		grave-00580039-a	conspicuously and outrageously bad or reprehensible: abominable, atroz, craso, escandaloso, flagrante, grave, tremendo		
gravedad		gravedad	uniword	NOUN	52	None	gravedad-11464143-n			None	natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, force.n.02, physical_entity.n.01, process.n.06, attraction.n.01, entity.n.01	gravedad-05036715-n			
guiando		guiar	uniword	VERB	72, 53	None	guía-01144876-n			None	management.n.01, act.n.02, event.n.01, group_action.n.01, social_control.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01	guía-06422740-n			
gustos		gusto	uniword	NOUN		None	gusto-05658226-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/gusto-05844282-n			None		gusto-05749619-n	delicate discrimination (especially of aesthetic values): apreciación, discernimiento, gusto, perceptividad	u.c.StringArray(elements=['manera de apreciar las cosas cada persona.'])	
